Basin,Country,Year,Population(total),Population in largest city,Rural population,Rural population growth (annual %),Urban population growth (annual %),Employment in Services (% of total employment),Employment in industry (% of total employment),Employment in agriculture (% of total employment),Unemployment,"Agriculture, forestry, and fishing, value added (current US$)",GDP,GDP per capital index,Energy use per capita kg oil equivalent,Annual freshwater withdrawals (industry),Annual freshwater withdrawals (agriculture),Individuals using the Internet (% of population),Armed forces personnel (total),Military expenditure (current USD),Food imports,Food exports,Inflation,Electricity production from hydroelectric sources (% of total),Mortality rate infant (per 1000 live births),Population density people per sq km land area,Energy imports net percent of energy use,voice and accountability,Political stability and absence of violence terrorism,Government effectiveness,Regulatory quality,Rule of law estimate,Mean SPEI,Mean temp,Min temp,Sum snow,Sum rain,Max temp,Conflict
Ganges Brahmaputra Meghna,Bangladesh,1992,115952192,7344419,92054445,1.4412184,3.612470796,24.12839712,11.78936086,64.08224202,2.234,9676763806,31708874594,17.30502928,114.3422988,Null,Null,Null,107000,427723625,18.26818796,11.03088851,3.634076918,8.949853834,88.9,890.7750787,14.0982821,Null,Null,Null,Null,Null,-0.167318982,21.2541096,17.1533268,0,1615.575342,25.8519569,1
Ganges Brahmaputra Meghna,Bangladesh,1992,115952192,7344419,92054445,1.4412184,3.612470796,24.12839712,11.78936086,64.08224202,2.234,9676763806,31708874594,17.30502928,114.3422988,Null,Null,Null,107000,427723625,18.26818796,11.03088851,3.634076918,8.949853834,88.9,890.7750787,14.0982821,Null,Null,Null,Null,Null,-0.167318982,21.2541096,17.1533268,0,1615.575342,25.8519569,1
Ganges Brahmaputra Meghna,Bangladesh,1993,118132360,7659719,93364729,1.413344459,3.575341233,25.03209828,11.11546454,63.85243718,2.311,9061453233,33166519418,17.94683201,117.0101131,Null,Null,Null,107000,471044672.3,15.92994979,11.84121934,3.0148186,6.604388442,85.2,907.5236998,13.95387816,Null,Null,Null,Null,Null,-0.062622309,20.9468689,17.2433464,0,2439.39726,25.2863992,1
Ganges Brahmaputra Meghna,Bangladesh,1993,118132360,7659719,93364729,1.413344459,3.575341233,25.03209828,11.11546454,63.85243718,2.311,9061453233,33166519418,17.94683201,117.0101131,Null,Null,Null,107000,471044672.3,15.92994979,11.84121934,3.0148186,6.604388442,85.2,907.5236998,13.95387816,Null,Null,Null,Null,Null,-0.062622309,20.9468689,17.2433464,0,2439.39726,25.2863992,1
Ganges Brahmaputra Meghna,Bangladesh,1994,120343179,7989018,94676386,1.395097316,3.566045621,25.8494837,10.50827775,63.64223856,2.371,9024856145,33768660883,18.40255619,121.4946059,Null,Null,Null,113000,547417522.2,Null,13.60918418,5.313740079,8.656991006,81.5,924.5077898,15.28504265,Null,Null,Null,Null,Null,-0.227984344,21.3920744,17.3862035,0,1622.411937,25.8969667,0
Ganges Brahmaputra Meghna,Bangladesh,1995,122600370,8332474,96004672,1.393224371,3.555141813,26.62682562,9.985894895,63.38727948,2.441,10359209306,37939748769,19.11979582,128.8450885,Null,Null,Null,170500,620095155.9,17.30404104,10.44881552,10.29781179,3.442531927,77.8,941.8481217,Null,Null,Null,Null,Null,Null,-1.204500978,21.3940313,17.5300391,0,2192.203523,25.8079256,1
Ganges Brahmaputra Meghna,Bangladesh,1995,122600370,8332474,96004672,1.393224371,3.555141813,26.62682562,9.985894895,63.38727948,2.441,10359209306,37939748769,19.11979582,128.8450885,Null,Null,Null,170500,620095155.9,17.30404104,10.44881552,10.29781179,3.442531927,77.8,941.8481217,Null,Null,Null,Null,Null,Null,-1.204500978,21.3940313,17.5300391,0,2192.203523,25.8079256,1
Ganges Brahmaputra Meghna,Bangladesh,1996,124862179,8691200,97312588,1.353149695,3.523821637,27.47955758,9.532947961,62.98749445,2.51,10804474328,46438484108,20.7299506,127.5806205,Null,Null,Null,167200,638958844.8,17.03077448,10.09193991,2.37712903,6.440648423,74.2,959.2239302,Null,-0.058428358,-0.54881525,-0.687850118,-0.929817796,-0.934023738,0.021526419,21.4938356,17.440998,0,2015.509785,25.9331703,1
Ganges Brahmaputra Meghna,Bangladesh,1996,124862179,8691200,97312588,1.353149695,3.523821637,27.47955758,9.532947961,62.98749445,2.51,10804474328,46438484108,20.7299506,127.5806205,Null,Null,Null,167200,638958844.8,17.03077448,10.09193991,2.37712903,6.440648423,74.2,959.2239302,Null,-0.058428358,-0.54881525,-0.687850118,-0.929817796,-0.934023738,0.021526419,21.4938356,17.440998,0,2015.509785,25.9331703,1
Ganges Brahmaputra Meghna,Bangladesh,1997,127198069,9064318,98657366,1.37245438,3.534355409,27.90053672,9.590032193,62.50943338,2.698,11214941452,48244309133,21.81621451,130.6874927,Null,Null,0.000751,170700,681915124,16.86203351,8.360057935,5.305601057,6.063417102,70.5,977.1688484,Null,Null,Null,Null,Null,Null,-0.195694716,20.8069472,16.8842466,0,2012.591977,25.2629159,1
Ganges Brahmaputra Meghna,Bangladesh,1997,127198069,9064318,98657366,1.37245438,3.534355409,27.90053672,9.590032193,62.50943338,2.698,11214941452,48244309133,21.81621451,130.6874927,Null,Null,0.000751,170700,681915124,16.86203351,8.360057935,5.305601057,6.063417102,70.5,977.1688484,Null,Null,Null,Null,Null,Null,-0.195694716,20.8069472,16.8842466,0,2012.591977,25.2629159,1
Ganges Brahmaputra Meghna,Bangladesh,1997,127198069,9064318,98657366,1.37245438,3.534355409,27.90053672,9.590032193,62.50943338,2.698,11214941452,48244309133,21.81621451,130.6874927,Null,Null,0.000751,170700,681915124,16.86203351,8.360057935,5.305601057,6.063417102,70.5,977.1688484,Null,Null,Null,Null,Null,Null,-0.195694716,20.8069472,16.8842466,0,2012.591977,25.2629159,1
Ganges Brahmaputra Meghna,Bangladesh,1998,129622332,9454003,100045108,1.396826658,3.567336184,28.34261728,9.676610749,61.98076974,2.893,11290220264,49984559471,22.12141282,132.2294683,Null,Null,0.00368,170700,701585600.4,15.28683545,7.229672183,8.402237956,6.714795839,66.9,995.7926711,Null,-0.085569881,-0.370746762,-0.490328997,-1.049343109,-0.935864508,0.13111546,21.3294521,17.5946184,0,2346.819961,25.4762231,0
Ganges Brahmaputra Meghna,Bangladesh,1999,132108065,9860440,101456352,1.400751215,3.568394421,28.71015888,9.843197758,61.44664336,3.087,11617096506,51270569884,22.7213703,134.8062659,Null,Null,0.0362,192200,737412573.6,Null,Null,6.106695898,5.764705882,63.3,1014.888722,Null,Null,Null,Null,Null,Null,0.386497065,21.6425636,17.5867906,0,2300.393346,26.1748532,0
Ganges Brahmaputra Meghna,Bangladesh,2000,134544304,10284947,102805303,1.320826086,3.485769023,29.09536811,10.04681104,60.85782296,3.27,12124627311,53369787319,23.80856257,135.945727,Null,Null,0.071,137000,740798160,16.47620179,7.612916658,2.208256209,4.863356794,59.8,1033.604548,17.65091487,-0.227924496,-0.726261258,-0.607652247,-0.941208124,-0.991129994,0.96183953,20.9938356,17.1327789,0,2155.813112,25.4840509,1
Ganges Brahmaputra Meghna,Bangladesh,2001,136805810,10695828,103841082,1.002473548,3.789190123,30.87619057,11.06364376,58.06016774,3.61,11796200890,53991289844,24.17430673,148.2553733,Null,Null,0.13,200200,705481695.2,17.39008913,6.069669416,2.007173742,5.709521619,56.6,1050.978029,21.10389496,Null,Null,Null,Null,Null,0.043052838,21.2100783,17.2707436,0,2085.526419,25.5985323,1
Ganges Brahmaputra Meghna,Bangladesh,2001,136805810,10695828,103841082,1.002473548,3.789190123,30.87619057,11.06364376,58.06016774,3.61,11796200890,53991289844,24.17430673,148.2553733,Null,Null,0.13,200200,705481695.2,17.39008913,6.069669416,2.007173742,5.709521619,56.6,1050.978029,21.10389496,Null,Null,Null,Null,Null,0.043052838,21.2100783,17.2707436,0,2085.526419,25.5985323,1
Ganges Brahmaputra Meghna,Bangladesh,2001,136805810,10695828,103841082,1.002473548,3.789190123,30.87619057,11.06364376,58.06016774,3.61,11796200890,53991289844,24.17430673,148.2553733,Null,Null,0.13,200200,705481695.2,17.39008913,6.069669416,2.007173742,5.709521619,56.6,1050.978029,21.10389496,Null,Null,Null,Null,Null,0.043052838,21.2100783,17.2707436,0,2085.526419,25.5985323,1
Ganges Brahmaputra Meghna,Bangladesh,2001,136805810,10695828,103841082,1.002473548,3.789190123,30.87619057,11.06364376,58.06016774,3.61,11796200890,53991289844,24.17430673,148.2553733,Null,Null,0.13,200200,705481695.2,17.39008913,6.069669416,2.007173742,5.709521619,56.6,1050.978029,21.10389496,Null,Null,Null,Null,Null,0.043052838,21.2100783,17.2707436,0,2085.526419,25.5985323,1
Ganges Brahmaputra Meghna,Bangladesh,2002,138933658,11083051,104539242,0.670084967,4.245608427,32.72803595,12.28532797,54.98663608,3.966,11264478496,54724081491,24.34141614,147.9796437,Null,Null,0.14,200200,681816161.7,14.60127657,6.821453964,3.332564933,4.109295473,53.6,1067.324714,19.7062196,-0.432220519,-1.032590389,-0.726736128,-1.055441499,-0.991601229,0.091976517,21.052544,17.3069472,0,2279.31409,25.387182,1
Ganges Brahmaputra Meghna,Bangladesh,2002,138933658,11083051,104539242,0.670084967,4.245608427,32.72803595,12.28532797,54.98663608,3.966,11264478496,54724081491,24.34141614,147.9796437,Null,Null,0.14,200200,681816161.7,14.60127657,6.821453964,3.332564933,4.109295473,53.6,1067.324714,19.7062196,-0.432220519,-1.032590389,-0.726736128,-1.055441499,-0.991601229,0.091976517,21.052544,17.3069472,0,2279.31409,25.387182,1
Ganges Brahmaputra Meghna,Bangladesh,2003,140970351,11484292,105123000,0.55685707,4.137544748,34.58397307,13.68107549,51.73495144,4.32,11919119171,60158929188,24.67918886,153.143094,Null,Null,0.164,188700,719442956.9,19.18838946,5.78812281,5.668707734,3.891030844,50.9,1082.971122,19.92857404,-0.551806808,-1.115581155,-0.838938594,-1.044749141,-1.151943922,-0.044031311,21.1220157,17.3519569,0,2127.221135,25.3734834,1
Ganges Brahmaputra Meghna,Bangladesh,2003,140970351,11484292,105123000,0.55685707,4.137544748,34.58397307,13.68107549,51.73495144,4.32,11919119171,60158929188,24.67918886,153.143094,Null,Null,0.164,188700,719442956.9,19.18838946,5.78812281,5.668707734,3.891030844,50.9,1082.971122,19.92857404,-0.551806808,-1.115581155,-0.838938594,-1.044749141,-1.151943922,-0.044031311,21.1220157,17.3519569,0,2127.221135,25.3734834,1
Ganges Brahmaputra Meghna,Bangladesh,2003,140970351,11484292,105123000,0.55685707,4.137544748,34.58397307,13.68107549,51.73495144,4.32,11919119171,60158929188,24.67918886,153.143094,Null,Null,0.164,188700,719442956.9,19.18838946,5.78812281,5.668707734,3.891030844,50.9,1082.971122,19.92857404,-0.551806808,-1.115581155,-0.838938594,-1.044749141,-1.151943922,-0.044031311,21.1220157,17.3519569,0,2127.221135,25.3734834,1
Ganges Brahmaputra Meghna,Bangladesh,2003,140970351,11484292,105123000,0.55685707,4.137544748,34.58397307,13.68107549,51.73495144,4.32,11919119171,60158929188,24.67918886,153.143094,Null,Null,0.164,188700,719442956.9,19.18838946,5.78812281,5.668707734,3.891030844,50.9,1082.971122,19.92857404,-0.551806808,-1.115581155,-0.838938594,-1.044749141,-1.151943922,-0.044031311,21.1220157,17.3519569,0,2127.221135,25.3734834,1
Ganges Brahmaputra Meghna,Bangladesh,2004,142902856,11900642,105585204,0.438715468,4.019678557,35.9655039,14.07698971,49.95750836,4.314,12544436895,65108544250,24.99183394,154.2428953,Null,Null,0.199,251000,770641160.3,15.60963054,6.18429964,7.587536385,3.107150091,48.4,1097.817131,17.79206453,-0.672145784,-1.360476375,-0.932882547,-1.175912261,-1.122482061,-0.647749511,21.2394325,17.3725049,0,2000.658513,25.6914873,1
Ganges Brahmaputra Meghna,Bangladesh,2005,144715786,12330879,105918931,0.31557518,3.887272797,37.40603125,14.51769538,48.07627338,4.25,12902415665,69476001239,25.83043551,159.8255997,Null,Null,0.242,252000,773677668.2,13.89721986,6.221821768,7.046618162,2.899810964,46.0,1111.744534,17.90955382,-0.569969237,-1.863839388,-0.918954313,-1.081751704,-0.978551865,-0.389432485,21.6171233,17.7071429,0,1769.403131,26.0447162,1
Ganges Brahmaputra Meghna,Bangladesh,2005,144715786,12330879,105918931,0.31557518,3.887272797,37.40603125,14.51769538,48.07627338,4.25,12902415665,69476001239,25.83043551,159.8255997,Null,Null,0.242,252000,773677668.2,13.89721986,6.221821768,7.046618162,2.899810964,46.0,1111.744534,17.90955382,-0.569969237,-1.863839388,-0.918954313,-1.081751704,-0.978551865,-0.389432485,21.6171233,17.7071429,0,1769.403131,26.0447162,1
Ganges Brahmaputra Meghna,Bangladesh,2005,144715786,12330879,105918931,0.31557518,3.887272797,37.40603125,14.51769538,48.07627338,4.25,12902415665,69476001239,25.83043551,159.8255997,Null,Null,0.242,252000,773677668.2,13.89721986,6.221821768,7.046618162,2.899810964,46.0,1111.744534,17.90955382,-0.569969237,-1.863839388,-0.918954313,-1.081751704,-0.978551865,-0.389432485,21.6171233,17.7071429,0,1769.403131,26.0447162,1
Ganges Brahmaputra Meghna,Bangladesh,2005,144715786,12330879,105918931,0.31557518,3.887272797,37.40603125,14.51769538,48.07627338,4.25,12902415665,69476001239,25.83043551,159.8255997,Null,Null,0.242,252000,773677668.2,13.89721986,6.221821768,7.046618162,2.899810964,46.0,1111.744534,17.90955382,-0.569969237,-1.863839388,-0.918954313,-1.081751704,-0.978551865,-0.389432485,21.6171233,17.7071429,0,1769.403131,26.0447162,1
Ganges Brahmaputra Meghna,Bangladesh,2005,144715786,12330879,105918931,0.31557518,3.887272797,37.40603125,14.51769538,48.07627338,4.25,12902415665,69476001239,25.83043551,159.8255997,Null,Null,0.242,252000,773677668.2,13.89721986,6.221821768,7.046618162,2.899810964,46.0,1111.744534,17.90955382,-0.569969237,-1.863839388,-0.918954313,-1.081751704,-0.978551865,-0.389432485,21.6171233,17.7071429,0,1769.403131,26.0447162,1
Ganges Brahmaputra Meghna,Bangladesh,2005,144715786,12330879,105918931,0.31557518,3.887272797,37.40603125,14.51769538,48.07627338,4.25,12902415665,69476001239,25.83043551,159.8255997,Null,Null,0.242,252000,773677668.2,13.89721986,6.221821768,7.046618162,2.899810964,46.0,1111.744534,17.90955382,-0.569969237,-1.863839388,-0.918954313,-1.081751704,-0.978551865,-0.389432485,21.6171233,17.7071429,0,1769.403131,26.0447162,1
Ganges Brahmaputra Meghna,Bangladesh,2005,144715786,12330879,105918931,0.31557518,3.887272797,37.40603125,14.51769538,48.07627338,4.25,12902415665,69476001239,25.83043551,159.8255997,Null,Null,0.242,252000,773677668.2,13.89721986,6.221821768,7.046618162,2.899810964,46.0,1111.744534,17.90955382,-0.569969237,-1.863839388,-0.918954313,-1.081751704,-0.978551865,-0.389432485,21.6171233,17.7071429,0,1769.403131,26.0447162,1
Ganges Brahmaputra Meghna,Bangladesh,2006,146405973,12777296,106119441,0.189126202,3.767803291,37.40464349,14.5196432,48.07571332,3.591,12947654915,71795736172,26.14414575,168.3246725,Null,Null,1,214000,829682794.8,16.69962452,5.928288427,6.765261171,2.596830986,43.9,1124.728993,16.11034868,-0.451236516,-1.507097363,-0.838699102,-1.005542517,-0.907564044,-1.03816047,21.9664384,17.9899217,0,1850.27593,26.5163405,1
Ganges Brahmaputra Meghna,Bangladesh,2007,147989278,13239874,106201546,0.077340451,3.658558408,36.84618724,15.22066421,47.93314669,4.017,14176076845,79611644975,26.17849707,174.0115194,Null,Null,1.8,221000,953464223.6,22.4621297,6.519945228,9.106984969,2.473076675,41.9,1136.892356,15.82994645,-0.573499918,-1.543071628,-0.707532763,-0.953167856,-0.827155948,-0.36888454,21.2599804,17.4546967,0,2806.150685,25.5995108,1
Ganges Brahmaputra Meghna,Bangladesh,2008,149474264,13719871,106174559,-0.025414347,3.554301842,36.2592812,15.97994139,47.76077557,4.492,16124167061,91636997371,26.2022714,180.3964522,2.146640647,87.81711737,2.5,221000,1030020018,18.32298531,4.81908048,8.901944895,2.936544967,40.1,1148.300407,15.49432883,-0.442116976,-1.508331299,-0.738396406,-0.91451782,-0.752373576,0.378669276,21.4312133,17.5163405,0,2001.948141,25.7413894,1
Ganges Brahmaputra Meghna,Bangladesh,2009,150873714,14215877,106050642,-0.116778793,3.45771848,35.67897512,16.77848187,47.54254301,5,17527995679,1.02E+11,26.20605702,187.6593575,2.146640647,87.81711737,3.1,220953,1258791157,18.67805643,3.694887123,5.423472362,1.187214612,38.4,1159.051348,14.74047223,-0.289043039,-1.546771407,-0.802756429,-0.866342843,-0.784571469,-0.965753425,22.0114481,18.0182975,0,1890.830724,26.5417808,1
Ganges Brahmaputra Meghna,Bangladesh,2009,150873714,14215877,106050642,-0.116778793,3.45771848,35.67897512,16.77848187,47.54254301,5,17527995679,1.02E+11,26.20605702,187.6593575,2.146640647,87.81711737,3.1,220953,1258791157,18.67805643,3.694887123,5.423472362,1.187214612,38.4,1159.051348,14.74047223,-0.289043039,-1.546771407,-0.802756429,-0.866342843,-0.784571469,-0.965753425,22.0114481,18.0182975,0,1890.830724,26.5417808,1
Ganges Brahmaputra Meghna,Bangladesh,2010,152201981,14730537,105838214,-0.20050896,3.379526371,35.06639324,17.62723138,47.30637714,3.379,19598203512,1.15E+11,26.24665618,195.5901166,2.146640647,87.81711737,3.7,220953,1624625086,17.42404811,4.029749227,8.126676392,1.8901185,36.9,1169.255443,14.45445479,-0.268090695,-1.425789475,-0.753689587,-0.85759306,-0.801013291,-0.46183953,22.0515656,18.22182,0,2154.811155,26.53591,1
Ganges Brahmaputra Meghna,Bangladesh,2010,152201981,14730537,105838214,-0.20050896,3.379526371,35.06639324,17.62723138,47.30637714,3.379,19598203512,1.15E+11,26.24665618,195.5901166,2.146640647,87.81711737,3.7,220953,1624625086,17.42404811,4.029749227,8.126676392,1.8901185,36.9,1169.255443,14.45445479,-0.268090695,-1.425789475,-0.753689587,-0.85759306,-0.801013291,-0.46183953,22.0515656,18.22182,0,2154.811155,26.53591,1
Ganges Brahmaputra Meghna,Bangladesh,2010,152201981,14730537,105838214,-0.20050896,3.379526371,35.06639324,17.62723138,47.30637714,3.379,19598203512,1.15E+11,26.24665618,195.5901166,2.146640647,87.81711737,3.7,220953,1624625086,17.42404811,4.029749227,8.126676392,1.8901185,36.9,1169.255443,14.45445479,-0.268090695,-1.425789475,-0.753689587,-0.85759306,-0.801013291,-0.46183953,22.0515656,18.22182,0,2154.811155,26.53591,1
Ganges Brahmaputra Meghna,Bangladesh,2011,153591076,15263828,105632263,-0.194779969,3.38243095,34.78287696,18.5487844,46.66833864,3.736,21618900745,1.29E+11,27.42097337,200.2996269,2.146640647,87.81711737,4.5,220950,1801539802,19.49379252,3.859956293,11.39516516,2.086343931,35.4,1179.926834,17.46463805,-0.31506893,-1.404736876,-0.772120714,-0.81707859,-0.733335555,-0.490215264,21.3460861,17.4047945,0,2445.605675,25.7335616,1
Ganges Brahmaputra Meghna,Bangladesh,2011,153591076,15263828,105632263,-0.194779969,3.38243095,34.78287696,18.5487844,46.66833864,3.736,21618900745,1.29E+11,27.42097337,200.2996269,2.146640647,87.81711737,4.5,220950,1801539802,19.49379252,3.859956293,11.39516516,2.086343931,35.4,1179.926834,17.46463805,-0.31506893,-1.404736876,-0.772120714,-0.81707859,-0.733335555,-0.490215264,21.3460861,17.4047945,0,2445.605675,25.7335616,1
Ganges Brahmaputra Meghna,Bangladesh,2011,153591076,15263828,105632263,-0.194779969,3.38243095,34.78287696,18.5487844,46.66833864,3.736,21618900745,1.29E+11,27.42097337,200.2996269,2.146640647,87.81711737,4.5,220950,1801539802,19.49379252,3.859956293,11.39516516,2.086343931,35.4,1179.926834,17.46463805,-0.31506893,-1.404736876,-0.772120714,-0.81707859,-0.733335555,-0.490215264,21.3460861,17.4047945,0,2445.605675,25.7335616,1
Ganges Brahmaputra Meghna,Bangladesh,2011,153591076,15263828,105632263,-0.194779969,3.38243095,34.78287696,18.5487844,46.66833864,3.736,21618900745,1.29E+11,27.42097337,200.2996269,2.146640647,87.81711737,4.5,220950,1801539802,19.49379252,3.859956293,11.39516516,2.086343931,35.4,1179.926834,17.46463805,-0.31506893,-1.404736876,-0.772120714,-0.81707859,-0.733335555,-0.490215264,21.3460861,17.4047945,0,2445.605675,25.7335616,1
Ganges Brahmaputra Meghna,Bangladesh,2011,153591076,15263828,105632263,-0.194779969,3.38243095,34.78287696,18.5487844,46.66833864,3.736,21618900745,1.29E+11,27.42097337,200.2996269,2.146640647,87.81711737,4.5,220950,1801539802,19.49379252,3.859956293,11.39516516,2.086343931,35.4,1179.926834,17.46463805,-0.31506893,-1.404736876,-0.772120714,-0.81707859,-0.733335555,-0.490215264,21.3460861,17.4047945,0,2445.605675,25.7335616,1
Ganges Brahmaputra Meghna,Bangladesh,2011,153591076,15263828,105632263,-0.194779969,3.38243095,34.78287696,18.5487844,46.66833864,3.736,21618900745,1.29E+11,27.42097337,200.2996269,2.146640647,87.81711737,4.5,220950,1801539802,19.49379252,3.859956293,11.39516516,2.086343931,35.4,1179.926834,17.46463805,-0.31506893,-1.404736876,-0.772120714,-0.81707859,-0.733335555,-0.490215264,21.3460861,17.4047945,0,2445.605675,25.7335616,1
Ganges Brahmaputra Meghna,Bangladesh,2011,153591076,15263828,105632263,-0.194779969,3.38243095,34.78287696,18.5487844,46.66833864,3.736,21618900745,1.29E+11,27.42097337,200.2996269,2.146640647,87.81711737,4.5,220950,1801539802,19.49379252,3.859956293,11.39516516,2.086343931,35.4,1179.926834,17.46463805,-0.31506893,-1.404736876,-0.772120714,-0.81707859,-0.733335555,-0.490215264,21.3460861,17.4047945,0,2445.605675,25.7335616,1
Ganges Brahmaputra Meghna,Bangladesh,2012,155070101,15816426,105458524,-0.164610727,3.388163369,34.47188806,19.61801918,45.91009275,4.071,21566430410,1.33E+11,28.26233501,208.0405396,2.146640647,87.81711737,5,220950,1823425076,14.47042382,2.643993367,6.217504221,1.69216552,34.1,1191.289091,18.35591672,-0.401940674,-1.379088998,-0.807726145,-0.959472537,-0.936167359,-1.014677104,21.3177104,17.3470646,0,1845.48728,25.777593,1
Ganges Brahmaputra Meghna,Bangladesh,2012,155070101,15816426,105458524,-0.164610727,3.388163369,34.47188806,19.61801918,45.91009275,4.071,21566430410,1.33E+11,28.26233501,208.0405396,2.146640647,87.81711737,5,220950,1823425076,14.47042382,2.643993367,6.217504221,1.69216552,34.1,1191.289091,18.35591672,-0.401940674,-1.379088998,-0.807726145,-0.959472537,-0.936167359,-1.014677104,21.3177104,17.3470646,0,1845.48728,25.777593,1
Ganges Brahmaputra Meghna,Bangladesh,2012,155070101,15816426,105458524,-0.164610727,3.388163369,34.47188806,19.61801918,45.91009275,4.071,21566430410,1.33E+11,28.26233501,208.0405396,2.146640647,87.81711737,5,220950,1823425076,14.47042382,2.643993367,6.217504221,1.69216552,34.1,1191.289091,18.35591672,-0.401940674,-1.379088998,-0.807726145,-0.959472537,-0.936167359,-1.014677104,21.3177104,17.3470646,0,1845.48728,25.777593,1
Ganges Brahmaputra Meghna,Bangladesh,2012,155070101,15816426,105458524,-0.164610727,3.388163369,34.47188806,19.61801918,45.91009275,4.071,21566430410,1.33E+11,28.26233501,208.0405396,2.146640647,87.81711737,5,220950,1823425076,14.47042382,2.643993367,6.217504221,1.69216552,34.1,1191.289091,18.35591672,-0.401940674,-1.379088998,-0.807726145,-0.959472537,-0.936167359,-1.014677104,21.3177104,17.3470646,0,1845.48728,25.777593,1
Ganges Brahmaputra Meghna,Bangladesh,2012,155070101,15816426,105458524,-0.164610727,3.388163369,34.47188806,19.61801918,45.91009275,4.071,21566430410,1.33E+11,28.26233501,208.0405396,2.146640647,87.81711737,5,220950,1823425076,14.47042382,2.643993367,6.217504221,1.69216552,34.1,1191.289091,18.35591672,-0.401940674,-1.379088998,-0.807726145,-0.959472537,-0.936167359,-1.014677104,21.3177104,17.3470646,0,1845.48728,25.777593,1
Ganges Brahmaputra Meghna,Bangladesh,2012,155070101,15816426,105458524,-0.164610727,3.388163369,34.47188806,19.61801918,45.91009275,4.071,21566430410,1.33E+11,28.26233501,208.0405396,2.146640647,87.81711737,5,220950,1823425076,14.47042382,2.643993367,6.217504221,1.69216552,34.1,1191.289091,18.35591672,-0.401940674,-1.379088998,-0.807726145,-0.959472537,-0.936167359,-1.014677104,21.3177104,17.3470646,0,1845.48728,25.777593,1
Ganges Brahmaputra Meghna,Bangladesh,2012,155070101,15816426,105458524,-0.164610727,3.388163369,34.47188806,19.61801918,45.91009275,4.071,21566430410,1.33E+11,28.26233501,208.0405396,2.146640647,87.81711737,5,220950,1823425076,14.47042382,2.643993367,6.217504221,1.69216552,34.1,1191.289091,18.35591672,-0.401940674,-1.379088998,-0.807726145,-0.959472537,-0.936167359,-1.014677104,21.3177104,17.3470646,0,1845.48728,25.777593,1
Ganges Brahmaputra Meghna,Bangladesh,2012,155070101,15816426,105458524,-0.164610727,3.388163369,34.47188806,19.61801918,45.91009275,4.071,21566430410,1.33E+11,28.26233501,208.0405396,2.146640647,87.81711737,5,220950,1823425076,14.47042382,2.643993367,6.217504221,1.69216552,34.1,1191.289091,18.35591672,-0.401940674,-1.379088998,-0.807726145,-0.959472537,-0.936167359,-1.014677104,21.3177104,17.3470646,0,1845.48728,25.777593,1
Ganges Brahmaputra Meghna,Bangladesh,2013,156532141,16389029,105249081,-0.198799724,3.313626947,34.1119274,20.7888922,45.09918213,4.426,23239755469,1.50E+11,28.38962075,218.9350592,2.146640647,87.81711737,6.63,220950,2047989071,16.86577786,3.950204791,7.530406409,1.774782365,32.7,1202.520865,17.96405433,-0.405487448,-1.627858877,-0.79778111,-0.923936903,-0.871579885,-1,21.2120352,17.2462818,0,1948.908023,25.6807241,1
Ganges Brahmaputra Meghna,Bangladesh,2014,157964929,16982363,104991390,-0.245139414,3.243204151,35.05200425,20.56433342,44.38366405,4.416,26540897206,1.73E+11,28.57787571,224.1071499,2.146640647,87.81711737,11.9,220950,2355991525,Null,Null,6.991638892,1.109962942,31.4,1213.527917,19.62896344,-0.474044502,-0.895563185,-0.775071204,-0.955160499,-0.782356799,-1.032289628,21.5662427,17.4752446,0,1753.636986,26.0349315,0
Ganges Brahmaputra Meghna,Bangladesh,2015,159383179,17597177,104701998,-0.276014601,3.172708529,35.98189397,20.48018837,43.53791766,4.396,28848516252,1.95E+11,28.88668925,237.7131636,2.146640647,87.81711737,12.9,220950,2815281641,16.56157917,2.705992787,6.19428023,1.010934946,30.0,1224.423285,20.40020854,-0.512201607,-1.209773779,-0.752009571,-0.920240402,-0.769605339,-0.128180039,21.4096869,17.6875734,0,2271.004892,25.5349315,1
Ganges Brahmaputra Meghna,Bangladesh,2015,159383179,17597177,104701998,-0.276014601,3.172708529,35.98189397,20.48018837,43.53791766,4.396,28848516252,1.95E+11,28.88668925,237.7131636,2.146640647,87.81711737,12.9,220950,2815281641,16.56157917,2.705992787,6.19428023,1.010934946,30.0,1224.423285,20.40020854,-0.512201607,-1.209773779,-0.752009571,-0.920240402,-0.769605339,-0.128180039,21.4096869,17.6875734,0,2271.004892,25.5349315,1
Ganges Brahmaputra Meghna,Bangladesh,2016,160811932,18234249,104394282,-0.294329696,3.12624428,36.87572817,20.45952591,42.66474759,4.35,35711930211,2.65E+11,30.23976392,255.9235488,2.146640647,87.81711737,18.1,220950,3239753510,Null,Null,5.513525727,1.478989647,28.6,1235.399339,21.67191592,-0.584256232,-1.259732962,-0.705847561,-0.811327994,-0.66950053,0.099804305,21.8157534,18.1445205,0,1921.013699,26.0408023,1
Ganges Brahmaputra Meghna,Bangladesh,2016,160811932,18234249,104394282,-0.294329696,3.12624428,36.87572817,20.45952591,42.66474759,4.35,35711930211,2.65E+11,30.23976392,255.9235488,2.146640647,87.81711737,18.1,220950,3239753510,Null,Null,5.513525727,1.478989647,28.6,1235.399339,21.67191592,-0.584256232,-1.259732962,-0.705847561,-0.811327994,-0.66950053,0.099804305,21.8157534,18.1445205,0,1921.013699,26.0408023,1
