Basin,Country,Year,Population(total),Population in largest city,Rural population,Rural population growth (annual %),Urban population growth (annual %),Employment in Services (% of total employment),Employment in industry (% of total employment),Employment in agriculture (% of total employment),Unemployment,"Agriculture, forestry, and fishing, value added (current US$)",GDP,GDP per capital index,Energy use per capita kg oil equivalent,Annual freshwater withdrawals (industry),Annual freshwater withdrawals (agriculture),Individuals using the Internet (% of population),Armed forces personnel (total),Military expenditure (current USD),Food imports,Food exports,Inflation,Electricity production from hydroelectric sources (% of total),Mortality rate infant (per 1000 live births),Population density people per sq km land area,Energy imports net percent of energy use,voice and accountability,Political stability and absence of violence terrorism,Government effectiveness,Regulatory quality,Rule of law estimate,Mean SPEI,Mean temp,Min temp,Sum snow,Sum rain,Max temp,Conflict
Amur,China,1983,1023310000,6569409,802837860,0.628711884,4.474842022,Null,Null,Null,Null,75130342134,2.31E+11,31.86459963,621.9107172,7.781318969,87.27789275,0,Null,Null,Null,Null,Null,Null,44.1,108.9990147,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0
Amur,China,1984,1036825000,6828127,806618745,0.469834594,4.320433025,Null,Null,Null,Null,81986338179,2.60E+11,34.31288855,651.0749586,6.99872179,87.00207447,0,Null,Null,9.025616018,15.27033876,Null,Null,43.4,110.4385801,Null,Null,Null,Null,Null,Null,0.946150965,0.3448492,-4.7550759,466.5671474,591.9831429,5.3828713,0
Amur,China,1985,1051040000,7096280,810625110,0.495456908,4.339047124,Null,Null,Null,Null,86453492252,3.10E+11,38.99146309,657.7597361,7.518812622,86.30940007,0,3900000,Null,4.098320908,12.56623055,Null,Null,43.0,111.9527068,Null,Null,Null,Null,Null,Null,0.795280015,0.5023694,-4.5987732,436.754542,563.3323656,5.6019198,0
Amur,China,1986,1066790000,7375356,815464944,0.595274324,4.438100593,Null,Null,Null,Null,80117436064,3.01E+11,37.65788023,671.2095033,8.030558031,85.62683563,0,Null,Null,4.393763892,12.41722901,Null,Null,43.0,113.6303358,Null,Null,Null,Null,Null,Null,0.163045514,1.1355404,-4.1096366,417.5785728,475.6421615,6.3762221,0
Amur,China,1987,1084035000,7665406,821058949,0.683647432,4.531582208,Null,Null,Null,Null,71848942733,2.73E+11,37.25507205,694.42236,8.534369142,84.95485392,0,Null,Null,7.336018246,14.58959598,7.233835531,Null,43.1,115.4672063,Null,Null,Null,Null,Null,Null,-0.344259225,0.2151433,-5.1072017,475.5500094,551.4616969,5.3480333,0
Amur,China,1988,1101630000,7967288,826508924,0.66158062,4.514830994,Null,Null,Null,Null,78830830317,3.13E+11,39.01145829,720.3414958,9.030429061,84.29321073,0,Null,Null,Null,Null,18.81181794,Null,43.3,117.3413575,Null,Null,Null,Null,Null,Null,0.805113317,1.6061341,-3.3383311,430.5390523,561.3123244,6.5564057,0
Amur,China,1989,1118650000,8280178,831145763,0.559447167,4.402632038,Null,Null,Null,Null,85591114646,3.48E+11,37.14326724,724.1161051,9.518915302,83.64166929,0,3900000,11251332630,Null,Null,18.24563836,Null,43.3,119.154262,Null,Null,Null,Null,Null,Null,-0.044952238,2.3082319,-2.8715771,412.6799026,490.5913092,7.4889773,0
Amur,China,1990,1135185000,8605812,835019382,0.464975035,4.309678481,Null,Null,Null,Null,95931579346,3.62E+11,34.09149854,769.6015249,10,83,0,3500000,9926349251,Null,Null,3.052290121,20.39699453,43.3,120.9155061,-4.010264325,Null,Null,Null,Null,Null,0.399606668,2.5152931,-2.414469,357.6250234,593.380502,7.5467597,0
Amur,China,1991,1150780000,9050404,836478966,0.174643831,4.601685132,18.90030695,21.39988726,59.69980579,2.37,92140201603,3.85E+11,35.53774427,736.8872034,12.62283583,81.13884136,Null,3200000,9802375366,Null,Null,3.556685652,18.46006272,42.9,122.576625,-3.602487471,Null,Null,Null,Null,Null,0.867109946,1.3333302,-3.6627365,387.6258663,577.5459824,6.3768777,0
Amur,China,1992,1164970000,9518933,836448460,-0.00364702,4.42511729,19.79985495,21.70002434,58.50012071,2.37,91056260549,4.29E+11,39.30816688,752.6636417,15.15972195,79.33867244,Null,3160000,12244267842,4.890492873,11.34546567,6.35398134,17.5673113,42.3,124.0880888,-2.647719322,Null,Null,Null,Null,Null,0.058344259,1.7408035,-3.4267372,374.4862334,471.6455329,6.8988856,0
Amur,China,1993,1178440000,10010327,835478607,-0.116016198,4.301547743,21.19955696,22.40001212,56.40043076,2.69,85866351838,4.47E+11,43.47635519,788.1633877,17.6148151,77.59654365,0.000169,3030000,12360225861,2.868666519,10.83494666,14.61007864,18.10820385,41.3,125.522861,-0.37086044,Null,Null,Null,Null,Null,-0.014047574,1.6750609,-3.3548136,412.6626709,552.0528189,6.8001779,0
Amur,China,1994,1191835000,10527819,833998460,-0.177318685,4.245840597,23.00051902,22.69957767,54.29990331,2.9,1.10E+11,5.67E+11,40.27837469,816.1967708,18.07544581,76.29393938,0.00117,2930000,9867120066,4.392123454,10.06432143,24.25698972,18.03403196,40.1,126.9496445,-1.479873325,Null,Null,Null,Null,Null,0.857557595,1.8428826,-3.2881345,414.1238996,579.3051133,6.9437441,0
Amur,China,1995,1204855000,11072063,831819843,-0.261567332,4.159637994,24.79982382,23.0000737,52.20010248,3,1.44E+11,7.38E+11,39.09218906,866.8661798,18.53004709,75.00838555,0.00495,4130000,12385129475,6.992863313,8.266680272,16.79122517,18.9080616,38.7,128.3366211,-1.254244585,Null,Null,Null,Null,Null,0.348848099,2.3970125,-2.6284604,350.4540176,472.5869077,7.493098,0
Amur,China,1996,1217550000,11645251,828956742,-0.344790969,4.086051744,26.00000008,23.49963763,50.50036229,3.12,1.67E+11,8.69E+11,37.77686378,881.6641747,18.97873656,73.73954956,0.0131,4135000,14275400820,5.900042779,8.227499581,8.313160289,17.40039251,37.2,129.6889829,-1.130596795,-1.361545205,-0.097848825,-0.348653883,-0.266652703,-0.545589983,-0.460854093,1.2570987,-3.9715022,378.6345758,505.0455141,6.4052538,0
Amur,China,1997,1230075000,12246411,825589438,-0.407037131,4.008285508,26.39969076,23.69985264,49.9004566,3.23,1.72E+11,9.68E+11,35.74135245,872.3426114,19.42162879,72.48710743,0.0324,3640000,15699586769,5.044874318,7.13949409,2.786465055,17.25372572,35.6,131.0231002,0.6528266,Null,Null,Null,Null,Null,-0.471342948,1.9661266,-3.1500937,391.1842105,498.5593744,7.0462914,1
Amur,China,1998,1241935000,12879499,821328874,-0.517399494,3.908078566,26.69988833,23.50043201,49.79967981,3.24,1.77E+11,1.04E+12,34.98594869,868.3287973,19.85883542,71.25074346,0.169,3820000,17031780200,4.766640124,6.627330329,-0.773186012,17.81584582,33.8,132.2863841,0.307057798,-1.437437773,-0.394105226,-0.198783293,-0.267708391,-0.476805359,-0.042236374,2.2940907,-2.6286477,344.5914965,606.5200412,7.3597397,0
Amur,China,1999,1252735000,13545316,815968942,-0.654731362,3.77008873,26.90001965,23.00053238,50.09944797,3.25,1.76E+11,1.10E+12,34.23361411,876.9701928,20.29046522,70.03015002,0.708,3820000,20473915095,4.059056003,6.019372598,-1.401472683,16.43701605,31.9,133.4367607,1.272192483,Null,Null,Null,Null,Null,0.359149653,1.2210433,-4.0260067,426.1863645,439.5378348,6.3376381,0
Amur,China,2000,1262645000,14246541,809645853,-0.777935943,3.649252711,27.04087925,23.02335632,49.93576444,3.26,1.78E+11,1.22E+12,33.63268271,897.4920226,20.71662423,68.82502728,1.78,3910000,22237140151,4.14156705,5.441091893,0.347811227,16.40538216,30.0,134.492481,2.754652949,-1.384080529,-0.209916875,-0.158842877,-0.324955195,-0.516117156,-0.774302304,1.0918992,-4.1527159,437.9043828,462.4487732,6.2731129,1
Amur,China,2001,1271850000,14829537,800082679,-1.188186246,4.059565758,27.70004266,22.29995741,49.99999978,3.8,1.87E+11,1.36E+12,35.52385801,920.5265833,21.21794336,67.97586922,2.64,3810000,26561462998,3.981432351,5.344694171,0.719125609,18.73339325,27.8,135.4730488,0.307179804,Null,Null,Null,Null,Null,-1.095242555,1.5151995,-3.701976,395.2105263,395.2465818,6.7545701,0
Amur,China,2002,1280400000,15357256,788406300,-1.470150496,4.198001148,28.59989084,21.40010923,49.99999993,4.24,1.96E+11,1.49E+12,36.06878168,972.2169991,21.71768818,67.12937781,4.6,3770000,30284127410,3.528330716,4.964290416,-0.731970902,17.40903562,25.6,136.3837796,1.479454416,-1.594193101,-0.327627182,-0.123097204,-0.582765877,-0.517029762,-1.41318599,2.0205376,-3.1470968,394.1140663,472.4133733,7.1438753,0
Amur,China,2003,1288400000,15903755,775926016,-1.595639068,4.078403526,29.30047748,21.60003254,49.09948997,4.58,2.05E+11,1.68E+12,39.42801303,1101.682723,22.2158661,66.2855405,6.2,3750000,33144000481,3.858956785,4.390813048,1.127603487,14.84653972,23.5,137.2359193,2.810539348,-1.512429118,-0.565357924,-0.147587299,-0.392048836,-0.553043842,-0.776268964,2.0992976,-3.0452987,351.6790597,535.3484735,7.2936224,1
Amur,China,2004,1296075000,16470495,762817902,-1.703783318,3.97537213,30.60029095,22.49946146,46.90024759,4.49,2.53E+11,1.98E+12,41.63437416,1246.885248,22.71248446,65.44434483,7.3,3755000,37904571827,4.037542007,3.508224316,3.824637431,16.04464167,21.3,138.0534367,5.902867389,-1.462463975,-0.390680671,-0.109930389,-0.346228838,-0.585468709,-0.403633639,2.2303147,-2.9038865,416.7888181,444.9876381,7.3706968,0
Amur,China,2005,1303720000,17055788,749352182,-1.781026631,3.882472976,31.39978847,23.80001875,44.80019278,4.52,2.66E+11,2.32E+12,40.1780867,1366.347381,23.20755057,64.60577843,8.52,3755000,42789953651,3.559440304,3.233186033,1.776414077,15.87772039,19.4,138.8677661,5.618321171,-1.500785112,-0.501756608,-0.140640497,-0.183769479,-0.650172889,-0.517980895,1.7925922,-3.0764844,359.3361116,494.0250047,6.8644222,1
Amur,China,2006,1311020000,17662731,735901746,-1.811246341,3.674728093,32.20011215,25.19939189,42.60049595,4.43,2.92E+11,2.79E+12,39.68970035,1486.396175,23.57067696,64.25815503,10.5,3605000,51453373234,3.18720738,2.875748972,1.649430995,15.2056174,17.7,139.6453429,6.973698707,-1.74897027,-0.540030122,0.035788015,-0.258387208,-0.699893415,-0.468252482,1.7864113,-3.4773085,367.565649,488.557876,7.1000468,1
Amur,China,2006,1311020000,17662731,735901746,-1.811246341,3.674728093,32.20011215,25.19939189,42.60049595,4.43,2.92E+11,2.79E+12,39.68970035,1486.396175,23.57067696,64.25815503,10.5,3605000,51453373234,3.18720738,2.875748972,1.649430995,15.2056174,17.7,139.6453429,6.973698707,-1.74897027,-0.540030122,0.035788015,-0.258387208,-0.699893415,-0.468252482,1.7864113,-3.4773085,367.565649,488.557876,7.1000468,1
Amur,China,2006,1311020000,17662731,735901746,-1.811246341,3.674728093,32.20011215,25.19939189,42.60049595,4.43,2.92E+11,2.79E+12,39.68970035,1486.396175,23.57067696,64.25815503,10.5,3605000,51453373234,3.18720738,2.875748972,1.649430995,15.2056174,17.7,139.6453429,6.973698707,-1.74897027,-0.540030122,0.035788015,-0.258387208,-0.699893415,-0.468252482,1.7864113,-3.4773085,367.565649,488.557876,7.1000468,1
Amur,China,2007,1317885000,18291272,722214159,-1.877489851,3.511255552,32.39999487,26.79996286,40.80004228,4.35,3.64E+11,3.60E+12,40.22208792,1591.578304,24.55802556,63.01417819,16,2885000,62136590755,3.722133233,2.717962921,4.816767674,14.78656465,16.1,140.3765881,7.964424585,-1.721250176,-0.500553727,0.165997371,-0.23336342,-0.597397745,-1.251732534,3.5486327,-1.625089,302.816726,400.808672,8.8974808,1
Amur,China,2008,1324655000,18943092,708173810,-1.963215611,3.433957689,33.20011145,27.19982,39.60006854,4.59,4.67E+11,4.67E+12,41.96072494,1626.04809,24.12780656,63.28151986,22.6,2885000,78840802820,4.758134771,2.508397471,5.92525137,16.87787066,14.8,141.0977052,8.653414834,-1.699497223,-0.493088424,0.165779024,-0.2183934,-0.479174674,-1.676999438,3.1173722,-1.9023881,282.7590373,473.8716988,8.3604889,0
Amur,China,2009,1331260000,19616251,693852712,-2.042985048,3.338102468,34.09999105,27.80012394,38.099885,4.72,4.92E+11,5.19E+12,44.92826389,1725.326423,23.7291027,63.51074719,28.9,2945000,96601666753,4.920076215,2.939179946,-0.728165251,16.5714641,13.6,141.8012441,12.10095335,-1.701168418,-0.451781332,0.093242049,-0.298093945,-0.463213772,-0.518449148,1.4795186,-3.6205937,396.2370294,533.5477618,6.6531467,0
Amur,China,2010,1337705000,20314309,679206337,-2.133474239,3.255365494,34.59956664,28.69982258,36.70061065,4.53,5.68E+11,6.19E+12,46.10234433,1895.950462,24.51711284,62.50423585,34.3,2945000,1.06E+11,4.617159513,2.798424123,3.175324753,17.16191068,12.5,142.4877434,13.60988057,-1.680547476,-0.657060683,0.091844857,-0.320954978,-0.472601861,0.266529313,1.1883592,-4.0035306,470.9490541,521.1728788,6.3175033,0
Amur,China,2011,1345035000,20947904,665644371,-2.01694146,3.123377177,35.70007887,29.50013084,34.79979029,4.55,6.93E+11,7.67E+12,46.27030128,2023.724705,24.38292195,62.44162775,38.3,2945000,1.25E+11,4.651965566,2.853357831,5.553898923,14.82146784,11.5,143.2685098,14.74584553,-1.637609124,-0.602054834,0.083608709,-0.25913626,-0.453809977,-0.455890616,1.8857745,-3.2184585,398.7975276,451.6686645,7.0764469,0
Amur,China,2012,1354190000,21555451,653193546,-1.888206999,3.130656596,36.09981283,30.2995931,33.60059407,4.58,7.78E+11,8.67E+12,45.81692117,2082.186104,23.60351401,64.31294547,42.3,2993000,1.45E+11,5.406123756,2.748838503,2.619524326,17.46293836,10.5,144.243669,16.57605036,-1.63794148,-0.53878206,0.015367764,-0.284332842,-0.545384467,-0.212867578,1.0558438,-3.9778704,377.268215,603.1070425,6.2147687,0
Amur,China,2013,1363240000,22178874,640545579,-1.955320006,3.048365006,38.49981231,30.09989986,31.40028783,4.6,8.56E+11,9.74E+12,45.92240935,2134.95605,23.13222882,64.52674355,45.8,2993000,1.64E+11,5.498276541,2.715362998,2.621050017,16.8946075,9.7,145.2076439,17.34535153,-1.63152051,-0.543789923,-0.00512069,-0.331608176,-0.525889397,1.786102266,1.2511987,-3.680811,482.9202098,672.9872635,6.172345,0
Amur,China,2014,1371860000,22821226,627502483,-2.057265243,2.953497442,40.59907136,29.90045672,29.50047192,4.63,9.05E+11,1.07E+13,45.31153527,2175.394345,22.63017356,64.5694259,47.9,2993000,1.82E+11,5.817874778,2.710775861,1.921641628,18.44296098,8.9,146.1258167,17.55738458,-1.616780758,-0.522584021,0.354851633,-0.331334412,-0.396053195,0.544671287,2.2715209,-2.943407,361.2931261,430.7217644,7.5705469,0
Amur,China,2015,1379860000,23482181,614037700,-2.169130106,2.842870548,42.39971172,29.29981506,28.30047322,4.65,9.28E+11,1.13E+13,42.73498726,2172.63044,22.32068216,64.40394583,50.3,2843000,1.97E+11,6.661323606,2.778687358,1.437023809,19.30687784,8.2,146.9779493,16.72140141,-1.660783172,-0.552559674,0.41742301,-0.354117453,-0.4084557,-0.540737966,2.7593463,-2.2893519,374.9203034,475.0585316,7.9272617,0
Amur,China,2016,1387790000,24163230,600413466,-2.243779902,2.775641769,42.93005365,29.64782065,27.42212557,4.56,9.05E+11,1.15E+13,42.13861662,2147.547824,21.65491209,62.38204033,53.2,2695000,1.99E+11,6.797038296,3.15618109,2.000001822,19.0980474,7.6,147.8226414,19.20592446,-1.559347868,-0.502221346,0.356383771,-0.314001739,-0.323968738,-0.241150028,1.6290785,-3.44528,422.6671661,531.7482675,6.7230099,0
Amur,China,2017,1396215000,24862075,586968786,-2.264688494,2.73966382,43.30961635,30.00680124,26.68358241,4.47,9.19E+11,1.25E+13,42.54973755,2214.867267,21.13048946,62.32253367,54.3,2695000,2.10E+11,6.607394842,3.048462254,1.593136001,17.83920803,7.0,148.7200435,20.42822809,-1.503530383,-0.232558101,0.416875631,-0.179426417,-0.255178094,-0.675032778,2.4128395,-2.6557127,355.4904476,464.8179434,7.5835643,0
Amur,China,2018,1402760000,25582138,572999405,-2.408696463,2.503400504,43.8279396,30.42056348,25.75149692,4.31,9.79E+11,1.41E+13,43.31382749,2310.144701,20.97248774,61.39306791,59.2,2695000,2.33E+11,6.18908396,2.910565147,2.0747904,17.24505215,6.4,149.4171945,21.66965058,-1.459388733,-0.298572481,0.496678442,-0.228585526,-0.186479196,-0.48679528,2.3932665,-2.5952145,310.7556659,597.8540925,7.5564057,0
Amur,China,2019,1407745000,26317104,558762145,-2.516079661,2.290177234,44.46039724,30.81761299,24.72198964,4.56,1.02E+12,1.46E+13,42.66953741,2403.415074,20.22188268,61.1555836,64.1,2535000,2.40E+11,7.028201854,2.87450637,2.899234164,17.38204731,6.0,149.9481797,22.27726527,-1.626906276,-0.259780675,0.544862509,-0.304319978,-0.261681527,-0.058999813,3.049101,-1.7992789,241.7248548,535.7095898,8.2029687,0
Amur,China,2020,1411100000,27058479,544289492,-2.624262199,2.078140058,44.98025148,31.41988676,23.59986176,5,1.13E+12,1.50E+13,42.57237351,2472.543148,17.72609197,62.14454059,70.1,2535000,2.58E+11,8.210171199,2.68970992,2.419421895,17.4516307,5.5,150.3055428,23.02531787,-1.656358719,-0.474127859,0.643971682,-0.20264338,-0.102505103,0.303989511,3.2307829,-1.5643098,328.6899232,575.0488856,8.3175969,0
Amur,China,2021,1412360000,27795702,529465517,-2.76132205,1.838530282,44.95333036,31.65712569,23.38954394,4.55,1.29E+12,1.82E+13,42.68226129,2634.356682,17.72609197,62.14454059,73.1,Null,2.86E+11,8.119673972,2.322785721,0.981015136,15.57147411,5.1,150.4397537,21.7428128,-1.641274571,-0.516462862,0.807911634,-0.332243532,0.010268886,0.750234126,2.7289099,-2.0715209,344.4354748,587.0455141,7.7293782,0
Amur,China,2022,1412175000,28516903,514596570,-2.848480476,1.649480857,45.56327753,31.67903074,22.75769173,4.98,1.31E+12,1.83E+13,42.35543335,2690.560349,Null,Null,75.6,Null,2.92E+11,8.509863988,2.300244385,1.973575557,15.10723866,4.8,150.4200481,20.74549872,-1.60137105,-0.45127672,0.494212538,-0.418417633,-0.042176291,0.757351564,2.3723825,-2.5511987,370.5202285,500.7898483,7.5156677,0
Amur,China,2023,1410710000,29210808,499814553,-2.914609883,1.472761965,45.82884897,31.83744116,22.33370987,4.67,1.26E+12,1.83E+13,41.12971025,Null,Null,Null,77.5,Null,2.96E+11,8.984115917,2.456280799,0.234836829,Null,4.5,Null,Null,-1.504554152,-0.513097048,0.679014027,-0.356507808,-0.040129971,0.13963289,2.5834707,-2.5663701,382.7827308,519.6393519,7.7868796,0
Amur,Russian,1983,141668000,8399527,40990219,-0.893981883,1.212239293,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,Null,Null,Null,Null,Null,Null,20.9,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0
Amur,Russian,1984,142745000,8489369,40686607,-0.743450531,1.361999997,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,Null,Null,Null,Null,Null,Null,20.5,Null,Null,Null,Null,Null,Null,Null,0.976010491,-2.9579297,-8.0392317,611.7548596,635.3407899,1.9376273,0
Amur,Russian,1985,143858000,8579920,40391011,-0.729171174,1.37074851,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,Null,Null,Null,Null,Null,Null,20.0,Null,Null,Null,Null,Null,Null,Null,0.878663993,-2.9681888,-7.9877815,585.8495835,605.7587936,1.9785097,0
Amur,Russian,1986,144894000,8671565,40068987,-0.800461664,1.30398021,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,Null,Null,Null,Null,Null,Null,19.4,Null,Null,Null,Null,Null,Null,Null,-0.456572046,-2.1977476,-7.4583925,565.2628818,437.2115859,2.9485807,0
Amur,Russian,1987,145908000,8764189,39738044,-0.829362759,1.274875152,Null,Null,Null,Null,Null,Null,Null,Null,Null,Null,0,Null,0,Null,Null,Null,Null,18.8,Null,Null,Null,Null,Null,Null,Null,-0.867170626,-3.6773064,-8.8963746,611.1251157,601.5718143,1.2720148,0
Amur,Russian,1988,146857000,8857931,39385579,-0.890928191,1.218379246,Null,Null,Null,Null,Null,5.55E+11,27.26932435,Null,Null,Null,0,Null,0,Null,Null,Null,Null,18.2,Null,Null,Null,Null,Null,Null,Null,0.288722616,-1.5871336,-6.5353749,573.5497532,553.760722,3.2027461,0
Amur,Russian,1989,147721000,8933063,39296740,-0.225817029,0.882690364,Null,Null,Null,Null,79045092838,5.07E+11,33.83944154,Null,Null,Null,0,Null,0,Null,Null,Null,Null,17.7,Null,Null,Null,Null,Null,Null,Null,-0.229404505,-1.3788645,-6.4958809,584.4084388,569.9417618,3.6374113,0
Amur,Russian,1990,147969406,8986631,39368740,0.18305366,0.162567537,Null,Null,Null,Null,79935794543,5.17E+11,30.13039429,5942.67812,Null,Null,0,Null,0,Null,Null,Null,15.33213449,17.5,Null,-46.92067268,Null,Null,Null,Null,Null,0.266507251,-0.8558007,-5.8084388,510.3423326,658.3950941,4.0418389,0
Amur,Russian,1991,148394216,9040520,39489185,0.305473657,0.279868714,54.59077371,33.36839699,12.04082793,5.068,71333333333,5.18E+11,36.26742939,5871.994338,Null,Null,Null,Null,Null,Null,Null,Null,15.6880551,17.4,Null,-39.71503448,Null,Null,Null,Null,Null,0.804998457,-2.3298056,-7.2258254,586.1032089,616.2245449,2.4630824,0
Amur,Russian,1992,148538197,9067511,39533441,0.112008438,0.091528709,55.15323599,32.70567671,12.1410873,5.181,33432578692,4.60E+11,34.61336139,5357.076994,Null,Null,0.000673,1900000,0,Null,Null,Null,17.04030939,17.5,9.062760838,-41.6019836,Null,Null,Null,Null,Null,0.236115396,-1.9988121,-7.0624499,544.5872416,566.2998303,2.965705,0
Amur,Russian,1993,148458777,9066913,39518242,-0.038453325,-0.05893314,55.75271694,32.13119172,12.11609278,5.883,32880162861,4.35E+11,27.00717159,5060.116367,Null,Null,0.0134,1500000,7766720078,Null,Null,874.2457204,18.21935694,17.7,9.059999158,-38.97334238,Null,Null,Null,Null,Null,-0.126195619,-1.815921,-6.8649028,535.7655045,535.5314718,3.1679574,0
Amur,Russian,1994,148407912,9110941,39512122,-0.015487718,-0.041081303,56.2894978,31.51012309,12.20037759,8.131,24137488841,3.95E+11,25.53745395,4427.266439,61.60830091,19.84435798,0.0538,1400000,13547871733,Null,Null,307.7226356,20.09455266,17.8,9.059576481,-47.78754654,Null,Null,Null,Null,Null,0.600894786,-2.29224,-7.2588399,576.9180808,660.6033632,2.5692996,0
Amur,Russian,1995,148375787,9200994,39509505,-0.006623503,-0.027101138,56.74329406,30.94157649,12.31512946,9.449,26470262488,3.96E+11,25.4388784,4291.533425,61.36531203,19.88102515,0.148,1800000,12741629470,Null,Null,197.4142681,20.51237926,17.7,9.059246824,-49.46517897,Null,Null,Null,Null,Null,0.68227399,-1.3180037,-6.3274915,561.7875656,575.4908207,3.5675255,0
Amur,Russian,1996,148160129,9334368,39459487,-0.126677587,-0.152265821,57.17528725,30.45997933,12.36473342,9.665,25655533011,3.92E+11,23.66740011,4254.592944,61.11225461,19.91921167,0.27,1622000,15826340652,17.99810843,1.767066827,47.7520122,18.21861392,17.5,9.046311567,-53.03664495,-0.219651893,-1.177853942,-0.452226609,-0.430167496,-0.794187605,-0.298364702,-2.5336779,-7.7254397,561.9217063,544.3742672,2.4234341,0
Amur,Russian,1997,147915361,9512887,39400215,-0.150322686,-0.170794257,57.83238865,30.0116622,12.15594752,11.813,23768366465,4.05E+11,21.97638947,4070.658371,60.84848963,19.95901397,0.473,1823000,17577353181,18.95571604,1.559256344,14.76132927,18.88693876,17.2,9.030986131,-56.4177739,Null,Null,Null,Null,Null,-0.201018204,-1.8447701,-6.8813329,569.780469,574.9859611,3.0262573,1
Amur,Russian,1998,147670784,9682476,39340974,-0.150470197,-0.170938765,59.18241753,29.13024812,11.68733434,13.261,13827923751,2.71E+11,14.96412223,3982.265857,60.57332278,20.00053682,0.813,1702000,7955730401,23.20567533,1.62383323,27.68567981,19.2787835,16.8,9.014594934,-58.90968133,-0.406413347,-1.089740992,-0.662553489,-0.507687986,-0.855796993,-0.311169392,-1.8163067,-6.8794816,549.7881827,552.6550447,3.1678803,0
Amur,Russian,1999,147214776,9842072,39226849,-0.290513536,-0.316093622,55.98955353,29.00241154,15.00803493,13.036,12891957758,1.96E+11,14.83030005,4137.74704,60.28599842,20.04389424,1.02,1482100,6469035211,18.72936833,1.013775075,85.7464941,19.06949207,16.2,8.982804172,-57.793686,Null,Null,Null,Null,Null,-0.258793582,-2.6562481,-7.7511262,593.0811478,557.9061247,2.1850046,0
Amur,Russian,2000,146596869,10004523,39068066,-0.405602887,-0.426068728,56.26633628,29.24127468,14.49238904,10.581,14937788838,2.60E+11,18.69376019,4224.989519,59.98569264,20.08921057,1.98,1427100,9228204144,20.22612825,1.247498143,20.79876066,18.84044267,15.6,8.949015709,-56.44208636,-0.346270353,-1.399242043,-0.673456252,-0.522596776,-1.083695054,-0.039648257,-2.6030238,-7.7574514,575.7105832,567.8356989,2.4305307,0
Amur,Russian,2001,145976482,10169198,38908572,-0.40908207,-0.429544052,57.77806051,30.17702494,12.04491607,8.978,18015083990,3.07E+11,21.94981733,4287.908295,59.81873112,19.93957704,2.94,1386200,11683151345,20.47518557,1.441564769,21.47700721,19.72996262,14.8,8.911633753,-59.07965152,Null,Null,Null,Null,Null,-0.30168158,-2.3510182,-7.421444,570.0368713,493.5191299,2.5923635,0
Amur,Russian,2002,145306497,10336816,38737259,-0.441268451,-0.466841006,58.49598682,30.16820344,11.33580974,7.875,19227898820,3.45E+11,20.02954619,4289.439573,59.81873112,19.93957704,4.13,1397200,13943825063,20.87069824,2.029152542,15.78873079,18.42171696,13.8,8.870461463,-66.17712367,-0.444490075,-0.724512279,-0.376179725,-0.237842888,-0.874504149,-0.913761185,-1.6238507,-6.794477,575.3506634,543.7807004,3.3702869,0
Amur,Russian,2003,144648618,10479960,38515588,-0.573885927,-0.410158872,58.96895848,30.23027073,10.8007708,8.21,23681786370,4.30E+11,20.85895848,4461.83176,59.81873112,19.93957704,8.3,1369700,16973739085,19.32120595,2.000320869,13.66329302,17.21296626,12.9,8.830278652,-70.98804416,-0.535602868,-1.193151832,-0.499138176,-0.148958758,-0.957668245,-0.784248689,-1.8924406,-7.1479944,541.4910521,559.4001851,3.2098426,0
Amur,Russian,2004,144067316,10615013,38295974,-0.57182693,-0.341369409,60.37032727,29.63067663,9.99899756,7.763,28986070500,5.91E+11,20.90127508,4494.501528,59.81873112,19.93957704,12.9,1452000,20955413571,16.53410877,1.355145213,10.88861573,19.07819266,11.9,8.794658032,-79.43161967,-0.571611404,-1.514594436,-0.484211028,-0.100426845,-0.915175259,0.220379512,-1.6982104,-6.7478093,592.9313483,600.0569269,3.1989664,0
Amur,Russian,2005,143518814,10751428,38085588,-0.550883031,-0.320178955,60.59861794,29.26126487,10.14011863,7.124,32515878104,7.64E+11,20.07749692,4541.208635,59.81873112,19.93957704,15.2,1452000,27336977274,16.09267461,1.598600713,12.68530395,18.31985781,11.0,8.761088894,-82.75055078,-0.651503563,-1.267701387,-0.526238322,-0.124243185,-0.963954508,-0.085467448,-1.549568,-6.4416538,550.3687134,526.5651034,3.2943844,1
Amur,Russian,2006,143049637,10889788,37896710,-0.497164192,-0.266208544,61.21381448,28.91053971,9.875645809,7.055,38224370528,9.90E+11,21.1715918,4689.151084,59.81873112,19.93957704,18,1446000,34517781619,14.36088763,1.594425431,9.668654548,17.602235,10.2,8.734394184,-80.25789095,-0.920553744,-0.908794343,-0.468877643,-0.388349891,-0.987496436,-0.202483801,-2.3552607,-7.5302839,578.1063715,580.835236,2.6376427,1
