Basin,Country,Year,Population(total),Population in largest city,Rural population,Rural population growth (annual %),Urban population growth (annual %),Employment in Services (% of total employment),Employment in industry (% of total employment),Employment in agriculture (% of total employment),Unemployment,"Agriculture, forestry, and fishing, value added (current US$)",GDP,GDP per capital index,Energy use per capita kg oil equivalent,Annual freshwater withdrawals (industry),Annual freshwater withdrawals (agriculture),Individuals using the Internet (% of population),Armed forces personnel (total),Military expenditure (current USD),Food imports,Food exports,Inflation,Electricity production from hydroelectric sources (% of total),Mortality rate infant (per 1000 live births),Population density people per sq km land area,Energy imports net percent of energy use,voice and accountability,Political stability and absence of violence terrorism,Government effectiveness,Regulatory quality,Rule of law estimate,Mean SPEI,Mean temp,Min temp,Sum snow,Sum rain,Max temp,Conflict
Amur,China,1983,1023310000.0,6569409.0,802837900.0,0.6287119,4.474842,30.856997,25.184237,44.598106,4.9378996,75130340000.0,230999980000.0,31.8646,621.9107,7.781319,87.27789,0.0,3725242.5,8579169300.0,8.31692,15.897773,12.590992,21.593246,44.1,108.999016,-2.5334964,-1.3602748,-0.70373285,-0.47021073,-0.65523434,-0.6913858,0.1075497,14.117203,9.121984,92.36424,1099.9224,19.096743,0
Amur,China,1984,1036825000.0,6828127.0,806618750.0,0.4698346,4.320433,31.282845,25.346405,44.135696,4.7225595,81986340000.0,259999990000.0,34.31289,651.07495,6.9987216,87.002075,0.0,3730878.0,8836378000.0,9.025616,15.270339,12.097456,22.62338,43.4,110.43858,-2.635367,-1.4180878,-0.7931945,-0.48705366,-0.7488833,-0.7049556,0.946151,0.34484863,-4.7550755,466.56714,591.98315,5.3828716,0
Amur,China,1985,1051040000.0,7096280.0,810625100.0,0.4954569,4.339047,29.215446,23.56578,50.907585,4.6252193,86453490000.0,310000030000.0,38.991463,657.75977,7.5188127,86.3094,0.0,3900000.0,10648736000.0,4.098321,12.566231,14.25056,19.372911,43.0,111.952705,-3.7340593,-1.4225283,-0.62857664,-0.49190494,-0.7984106,-0.69609046,0.79528004,0.5023689,-4.598773,436.75455,563.33234,5.601918,0
Amur,China,1986,1066790000.0,7375356.0,815464960.0,0.5952743,4.438101,29.128277,23.593887,50.900135,4.592184,80117430000.0,300999970000.0,37.65788,671.2096,8.030558,85.62684,0.0,3601770.5,10789350000.0,4.393764,12.417229,13.317766,19.295357,43.0,113.63033,-3.9366522,-1.4360411,-0.6370053,-0.4919118,-0.7961415,-0.6951765,0.16304553,1.135539,-4.1096363,417.57858,475.64215,6.3762226,0
Amur,China,1987,1084035000.0,7665406.0,821058940.0,0.68364745,4.5315824,28.974874,23.489098,51.0744,4.5173674,71848940000.0,272999970000.0,37.255074,694.42236,8.534369,84.95486,0.0,3769718.0,10037882000.0,7.336018,14.589596,7.233835,19.907389,43.1,115.46721,-3.2099767,-1.4290776,-0.63052946,-0.50565183,-0.7900884,-0.6983497,-0.34425923,0.2151432,-5.1072025,475.55002,551.4617,5.348033,0
Amur,China,1988,1101630000.0,7967288.0,826508900.0,0.6615806,4.514831,29.52658,24.133503,50.21964,4.2968397,78830830000.0,313000000000.0,39.01146,720.3415,9.030429,84.29321,0.0,3778818.5,10732628000.0,5.7161245,12.941244,18.811817,19.739677,43.3,117.341354,-0.65436125,-1.429832,-0.5725541,-0.48484558,-0.77751297,-0.799903,0.8051133,1.6061344,-3.3383312,430.53906,561.3123,6.556406,0
Amur,China,1989,1118650000.0,8280178.0,831145800.0,0.55944717,4.402632,29.231472,23.680658,50.91103,3.175191,85591110000.0,348000000000.0,37.14327,724.1161,9.518915,83.64167,0.0,3900000.0,11251333000.0,5.0550504,12.744594,18.245638,19.22462,43.3,119.15426,-3.903685,-1.4373004,-0.5579707,-0.47839046,-0.7711123,-0.80740714,-0.044952244,2.3082314,-2.8715773,412.6799,490.5913,7.4889774,0
Amur,China,1990,1135185000.0,8605812.0,835019400.0,0.46497503,4.3096786,31.063438,24.164066,44.796787,3.3420334,95931580000.0,362000000000.0,34.0915,769.6015,10.0,83.0,0.0,3499999.5,9926349000.0,4.875361,11.369146,3.05229,20.396994,43.3,120.915504,-4.0102644,-1.4058329,-0.597,-0.46186012,-0.7628805,-0.8169402,0.3996067,2.5152931,-2.4144688,357.62503,593.3805,7.5467596,0
Amur,China,1991,1150780000.0,9050404.0,836479000.0,0.17464381,4.601685,18.900307,21.399887,59.699806,2.37,92140200000.0,385000000000.0,35.537743,736.8872,12.622836,81.13884,-0.4328804,3200000.0,9802375000.0,4.824836,12.168264,3.5566845,18.460062,42.9,122.57662,-3.6024876,-1.4259205,-0.31221116,-0.45113754,-0.8095353,-0.76334167,0.86711,1.3333302,-3.662737,387.62585,577.54596,6.376878,0
Amur,China,1992,1164970000.0,9518933.0,836448450.0,-0.0036470294,4.4251175,19.799854,21.700024,58.500122,2.37,91056260000.0,429000000000.0,39.308167,752.66364,15.159722,79.33867,0.12260628,3160000.0,12244268000.0,4.890493,11.345466,6.353981,17.567312,42.3,124.08809,-2.6477199,-1.3992181,-0.32044548,-0.27053022,-0.39059603,-0.3944926,0.05834426,1.7408037,-3.4267368,374.48627,471.64554,6.898885,0
Amur,China,1993,1178440000.0,10010327.0,835478600.0,-0.11601621,4.3015475,21.199556,22.400013,56.400433,2.69,85866350000.0,447000000000.0,43.476357,788.1634,17.614815,77.59654,0.00016975403,3030000.0,12360226000.0,2.8686666,10.834947,14.610079,18.108204,41.3,125.52286,-0.3708601,-1.3885657,-0.18140393,-0.17097679,-0.40859437,-0.3622868,-0.014047578,1.6750612,-3.3548136,412.66266,552.0528,6.8001785,0
Amur,China,1994,1191835000.0,10527819.0,833998460.0,-0.17731869,4.2458405,23.000519,22.699577,54.299904,2.9,110000000000.0,567000000000.0,40.278374,816.1968,18.075445,76.29394,0.0011692047,2930000.0,9867120000.0,4.392123,10.0643215,24.25699,18.034033,40.1,126.949646,-1.4798732,-1.3753141,-0.11344719,-0.46099404,-0.5659261,-0.7691547,0.85755754,1.8428822,-3.2881336,414.1239,579.3051,6.9437447,0
Amur,China,1995,1204855000.0,11072063.0,831819840.0,-0.26156735,4.159638,24.799824,23.000074,52.200104,3.0,144000000000.0,738000000000.0,39.09219,866.86615,18.530046,75.008385,0.0049495697,4130000.0,12385129000.0,6.992863,8.266681,16.791225,18.908062,38.7,128.33662,-1.2542448,-1.3525128,-0.12069476,-0.20687206,-0.28563413,-0.4404745,0.3488481,2.3970127,-2.62846,350.454,472.5869,7.4930973,0
Amur,China,1996,1217550000.0,11645251.0,828956740.0,-0.34479094,4.086052,26.0,23.499638,50.500362,3.12,167000000000.0,869000000000.0,37.776863,881.6642,18.978737,73.73955,0.01309967,4135000.0,14275401000.0,5.900043,8.2275,8.31316,17.400393,37.2,129.68898,-1.1305962,-1.3615452,-0.09784877,-0.34865388,-0.2666527,-0.54559,-0.46085408,1.2570992,-3.9715023,378.63458,505.0455,6.4052544,0
Amur,China,1997,1230075000.0,12246411.0,825589440.0,-0.40703714,4.0082855,26.39969,23.699852,49.900455,3.2299998,172000000000.0,968000000000.0,35.741352,872.3426,19.421629,72.48711,0.03240013,3640000.0,15699587000.0,5.044874,7.139494,2.7864647,17.253725,35.6,131.0231,0.6528263,-1.4046519,-0.31062013,-0.22494088,-0.28238776,-0.5321455,-0.47134295,1.9661264,-3.150094,391.1842,498.5594,7.0462914,1
Amur,China,1998,1241935000.0,12879499.0,821328830.0,-0.51739955,3.9080787,26.699888,23.500431,49.79968,3.24,177000000000.0,1040000000000.0,34.98595,868.3288,19.858835,71.25074,0.16900063,3820000.0,17031780000.0,4.76664,6.6273303,-0.77318573,17.815845,33.8,132.28638,0.30705738,-1.4374378,-0.39410526,-0.1987833,-0.2677084,-0.47680536,-0.042236373,2.2940903,-2.6286478,344.5915,606.52,7.3597393,0
Amur,China,1999,1252735000.0,13545316.0,815968960.0,-0.6547313,3.7700887,26.90002,23.000532,50.09945,3.25,176000000000.0,1100000000000.0,34.233616,876.9702,20.290466,70.03015,0.7080002,3820000.0,20473915000.0,4.059056,6.019372,-1.4014721,16.437016,31.9,133.43677,1.272192,-1.4179823,-0.25579768,-0.17758377,-0.30900553,-0.5184303,0.3591497,1.2210445,-4.0260067,426.18637,439.53787,6.337638,0
Amur,China,2000,1262645000.0,14246541.0,809645800.0,-0.777936,3.6492527,27.04088,23.023355,49.935764,3.26,178000000000.0,1220000000000.0,33.632683,897.492,20.716623,68.82503,1.7800007,3910000.0,22237140000.0,4.141567,5.441092,0.34781075,16.405382,30.0,134.49248,2.754653,-1.3840805,-0.20991689,-0.15884289,-0.32495517,-0.51611716,-0.7743023,1.091898,-4.1527157,437.9044,462.44876,6.2731133,1
Amur,China,2001,1271850000.0,14829537.0,800082700.0,-1.1881863,4.0595655,27.700043,22.299957,50.0,3.8,187000000000.0,1360000000000.0,35.523857,920.5266,21.217943,67.97587,2.6399994,3810000.0,26561462000.0,3.9814324,5.344694,0.71912575,18.733393,27.8,135.47305,0.30717945,-1.4378821,-0.3191594,-0.15165955,-0.3486995,-0.52561826,-1.0952425,1.5151997,-3.7019758,395.21054,395.24658,6.75457,0
Amur,China,2002,1280400000.0,15357256.0,788406300.0,-1.4701505,4.1980014,28.599892,21.400108,50.0,4.24,196000000000.0,1490000000000.0,36.068783,972.2169,21.717688,67.12938,4.6000004,3770000.0,30284128000.0,3.5283303,4.9642906,-0.73197174,17.409035,25.6,136.38377,1.479454,-1.5941931,-0.32762718,-0.12309721,-0.5827659,-0.51702976,-1.413186,2.0205374,-3.1470957,394.11407,472.41336,7.143874,0
Amur,China,2003,1288400000.0,15903755.0,775926000.0,-1.5956392,4.0784035,29.300478,21.600033,49.09949,4.58,205000020000.0,1680000000000.0,39.428013,1101.6827,22.215866,66.28554,6.199999,3750000.0,33144000000.0,3.8589563,4.390813,1.1276035,14.8465395,23.5,137.23592,2.8105392,-1.5124291,-0.5653579,-0.1475873,-0.39204884,-0.55304384,-0.77626896,2.0992975,-3.0452995,351.67905,535.34845,7.293623,1
Amur,China,2004,1296075000.0,16470495.0,762817900.0,-1.7037833,3.975372,30.60029,22.499462,46.90025,4.49,252999990000.0,1980000000000.0,41.634373,1246.8853,22.712484,65.44434,7.299999,3755000.0,37904572000.0,4.037542,3.5082245,3.8246374,16.044641,21.3,138.05344,5.9028673,-1.462464,-0.39068067,-0.109930396,-0.34622884,-0.5854687,-0.40363362,2.2303143,-2.9038868,416.78882,444.98764,7.370697,0
Amur,China,2005,1303720000.0,17055788.0,749352200.0,-1.7810266,3.882473,31.399788,23.800018,44.800194,4.52,266000000000.0,2320000000000.0,40.178085,1366.3474,23.20755,64.60578,8.52,3755000.0,42789954000.0,3.559441,3.2331858,1.7764139,15.877721,19.4,138.86777,5.6183195,-1.5007851,-0.50175655,-0.1406405,-0.18376946,-0.6501729,-0.5179809,1.792592,-3.0764847,359.33612,494.025,6.864422,1
Amur,China,2006,1311020000.0,17662732.0,735901760.0,-1.8112464,3.6747282,32.20011,25.199392,42.600494,4.43,292000000000.0,2790000000000.0,39.6897,1486.3961,23.570677,64.258156,10.5,3605000.0,51453370000.0,3.1872072,2.8757486,1.6494312,15.205617,17.7,139.64534,6.9736996,-1.7489703,-0.5400301,0.035788,-0.2583872,-0.6998934,-0.46825248,1.7864113,-3.4773083,367.56564,488.55786,7.100046,1
Amur,China,2006,1311020000.0,17662732.0,735901760.0,-1.8112464,3.6747282,32.20011,25.199392,42.600494,4.43,292000000000.0,2790000000000.0,39.6897,1486.3961,23.570677,64.258156,10.5,3605000.0,51453370000.0,3.1872072,2.8757486,1.6494312,15.205617,17.7,139.64534,6.9736996,-1.7489703,-0.5400301,0.035788,-0.2583872,-0.6998934,-0.46825248,1.7864113,-3.4773083,367.56564,488.55786,7.100046,1
Amur,China,2006,1311020000.0,17662732.0,735901760.0,-1.8112464,3.6747282,32.20011,25.199392,42.600494,4.43,292000000000.0,2790000000000.0,39.6897,1486.3961,23.570677,64.258156,10.5,3605000.0,51453370000.0,3.1872072,2.8757486,1.6494312,15.205617,17.7,139.64534,6.9736996,-1.7489703,-0.5400301,0.035788,-0.2583872,-0.6998934,-0.46825248,1.7864113,-3.4773083,367.56564,488.55786,7.100046,1
Amur,China,2007,1317885000.0,18291272.0,722214140.0,-1.8774898,3.5112555,32.399994,26.799963,40.80004,4.35,364000000000.0,3600000000000.0,40.222088,1591.5782,24.558025,63.01418,16.0,2885000.0,62136590000.0,3.7221336,2.7179632,4.8167677,14.786565,16.1,140.37659,7.964424,-1.7212503,-0.5005537,0.16599736,-0.23336342,-0.59739774,-1.2517326,3.5486336,-1.6250887,302.8167,400.8087,8.897481,1
Amur,China,2008,1324655100.0,18943092.0,708173800.0,-1.9632156,3.4339576,33.20011,27.19982,39.600067,4.59,467000000000.0,4669999400000.0,41.960724,1626.0481,24.127806,63.28152,22.6,2885000.0,78840800000.0,4.758135,2.508398,5.925251,16.87787,14.799999,141.0977,8.653414,-1.6994972,-0.49308842,0.16577902,-0.21839339,-0.47917467,-1.6769994,3.1173716,-1.9023876,282.75903,473.8717,8.360489,0
Amur,China,2009,1331260000.0,19616252.0,693852740.0,-2.042985,3.3381026,34.09999,27.800123,38.099884,4.72,492000000000.0,5190000000000.0,44.928265,1725.3264,23.729103,63.510746,28.9,2945000.0,96601670000.0,4.9200764,2.9391804,-0.7281647,16.571465,13.6,141.80124,12.100954,-1.7011684,-0.45178133,0.09324202,-0.29809394,-0.46321377,-0.5184491,1.4795189,-3.620594,396.23703,533.5478,6.6531467,0
Amur,China,2010,1337705000.0,20314308.0,679206340.0,-2.1334743,3.2553656,34.599567,28.699823,36.70061,4.53,568000000000.0,6190000000000.0,46.102345,1895.9504,24.517113,62.504234,34.3,2945000.0,106000000000.0,4.6171594,2.7984238,3.1753244,17.161911,12.5,142.48775,13.60988,-1.6805475,-0.6570607,0.09184489,-0.32095498,-0.47260186,0.26652932,1.1883593,-4.0035295,470.94907,521.17285,6.317503,0
Amur,China,2011,1345035000.0,20947904.0,665644400.0,-2.0169415,3.123377,35.700077,29.500132,34.79979,4.55,693000000000.0,7670000000000.0,46.2703,2023.7247,24.382921,62.441628,38.3,2945000.0,125000000000.0,4.6519656,2.8533573,5.553899,14.821467,11.5,143.26851,14.745846,-1.6376091,-0.60205483,0.08360872,-0.25913626,-0.45380998,-0.45589063,1.8857746,-3.2184591,398.7975,451.6687,7.0764456,0
Amur,China,2012,1354190000.0,21555452.0,653193540.0,-1.888207,3.1306565,36.09981,30.299593,33.600594,4.58,778000000000.0,8670000000000.0,45.81692,2082.186,23.603514,64.31294,42.3,2993000.0,145000000000.0,5.4061236,2.7488384,2.619524,17.462938,10.5,144.24367,16.57605,-1.6379415,-0.53878206,0.015367746,-0.28433284,-0.54538447,-0.21286757,1.0558434,-3.977871,377.26822,603.10706,6.2147694,0
Amur,China,2013,1363240000.0,22178874.0,640545600.0,-1.9553199,3.048365,38.499813,30.0999,31.400288,4.6,856000000000.0,9740000000000.0,45.92241,2134.956,23.132229,64.52674,45.8,2993000.0,164000000000.0,5.4982767,2.7153625,2.62105,16.894608,9.700001,145.20764,17.345352,-1.6315205,-0.54379,-0.0051206946,-0.33160818,-0.5258894,1.7861023,1.2511988,-3.680811,482.9202,672.98724,6.172345,0
Amur,China,2014,1371860000.0,22821226.0,627502460.0,-2.0572653,2.9534974,40.59907,29.900457,29.500471,4.63,905000000000.0,10700000000000.0,45.311535,2175.3943,22.630173,64.56943,47.9,2993000.0,182000000000.0,5.817875,2.7107754,1.9216413,18.44296,8.9,146.12582,17.557384,-1.6167808,-0.522584,0.35485157,-0.3313344,-0.3960532,0.5446713,2.2715206,-2.943407,361.29312,430.72177,7.570547,0
Amur,China,2015,1379860000.0,23482180.0,614037700.0,-2.16913,2.8428705,42.39971,29.299814,28.300474,4.65,928000000000.0,11300000000000.0,42.73499,2172.6304,22.320684,64.403946,50.3,2843000.0,197000000000.0,6.6613235,2.7786875,1.4370241,19.306877,8.200001,146.97795,16.721401,-1.6607832,-0.5525597,0.41742292,-0.35411745,-0.4084557,-0.540738,2.759346,-2.2893524,374.92032,475.05853,7.9272614,0
Amur,China,2016,1387790000.0,24163230.0,600413440.0,-2.24378,2.7756417,42.930054,29.647821,27.422125,4.56,905000000000.0,11500000000000.0,42.13862,2147.5479,21.654913,62.382042,53.199997,2695000.0,199000000000.0,6.797038,3.1561813,2.000002,19.098047,7.5999985,147.82265,19.205925,-1.5593479,-0.50222135,0.35638377,-0.31400174,-0.32396874,-0.24115002,1.6290789,-3.44528,422.66718,531.7483,6.723011,0
Amur,China,2017,1396215000.0,24862076.0,586968770.0,-2.2646885,2.7396638,43.309616,30.006802,26.683582,4.47,919000000000.0,12500001000000.0,42.549736,2214.8672,21.130491,62.322533,54.300003,2695000.0,210000000000.0,6.6073947,3.048462,1.5931349,17.839209,7.0,148.72005,20.428226,-1.5035304,-0.23255807,0.4168757,-0.17942643,-0.2551781,-0.6750328,2.41284,-2.6557121,355.49045,464.81793,7.5835648,0
Amur,China,2018,1402760000.0,25582136.0,572999400.0,-2.4086964,2.5034006,43.827938,30.420563,25.751495,4.31,979000000000.0,14100000000000.0,43.313828,2310.1448,20.972488,61.393066,59.199997,2695000.0,233000000000.0,6.189084,2.9105654,2.074791,17.245052,6.4000015,149.41719,21.669651,-1.4593887,-0.29857248,0.49667838,-0.22858554,-0.18647921,-0.48679528,2.3932667,-2.5952148,310.75568,597.85406,7.556406,0
Amur,China,2019,1407745000.0,26317104.0,558762200.0,-2.5160797,2.2901773,44.460396,30.817614,24.72199,4.56,1020000000000.0,14600000000000.0,42.669537,2403.415,20.221882,61.155582,64.1,2535000.0,240000000000.0,7.028202,2.874507,2.8992338,17.382048,6.0,149.94818,22.277266,-1.6269063,-0.2597807,0.5448625,-0.30431998,-0.26168153,-0.058999814,3.0491009,-1.7992802,241.72485,535.7096,8.202969,0
Amur,China,2020,1411100000.0,27058480.0,544289500.0,-2.624262,2.07814,44.98025,31.419888,23.599861,5.0,1130000000000.0,15000000000000.0,42.572372,2472.5432,17.726091,62.14454,70.1,2535000.0,258000000000.0,8.210171,2.6897097,2.4194221,17.451632,5.5,150.30554,23.025318,-1.6563587,-0.47412786,0.6439717,-0.2026434,-0.10250509,0.3039895,3.2307835,-1.5643101,328.6899,575.0489,8.317596,0
Amur,China,2021,1412360000.0,27795700.0,529465470.0,-2.7613218,1.8385303,44.95333,31.657125,23.389544,4.55,1290000000000.0,18200000000000.0,42.682262,2634.3567,17.726091,62.14454,73.1,2592320.8,286000000000.0,8.119674,2.3227854,0.98101425,15.571474,5.0999985,150.43976,21.742813,-1.6412746,-0.51646286,0.80791163,-0.3322435,0.010268867,0.7502341,2.7289104,-2.0715208,344.4355,587.04553,7.729377,0
Amur,China,2022,1412175000.0,28516904.0,514596540.0,-2.8484807,1.6494808,45.56328,31.679031,22.757692,4.98,1310000000000.0,18300000000000.0,42.355434,2690.56,17.570333,63.449516,75.6,2573583.0,291999970000.0,8.509864,2.3002443,1.9735756,15.107239,4.799999,150.42004,20.745499,-1.601371,-0.45127672,0.4942126,-0.41841763,-0.042176306,0.7573516,2.3723822,-2.5512,370.52023,500.78986,7.515667,0
Amur,China,2023,1410710000.0,29210808.0,499814530.0,-2.9146097,1.472762,45.82885,31.83744,22.33371,4.67,1260000000000.0,18300000000000.0,41.12971,2720.8083,18.198256,62.960663,77.5,2574771.0,296000000000.0,8.984116,2.4562807,0.23483658,15.239334,4.5,176.05136,17.523113,-1.5045542,-0.51309705,0.6790141,-0.3565078,-0.04012996,0.13963288,2.5834703,-2.56637,382.78278,519.63934,7.7868795,0
Amur,Russian,1983,141668000.0,8399527.0,40990224.0,-0.89398193,1.2122393,37.134434,18.31898,44.87304,3.520889,47188402000.0,433360570000.0,29.007347,614.481,3.3430724,90.01463,0.0,569120.25,5796908000.0,5.1563525,15.138962,18.541754,21.698387,20.9,121.25566,5.806779,-1.2381319,-0.55163896,-0.45123324,-0.757113,-0.7317847,-0.12009716,13.982338,9.174991,91.52137,1028.5062,19.004833,0
Amur,Russian,1984,142745000.0,8489369.0,40686610.0,-0.7434505,1.362,39.38703,18.406347,44.18714,4.5916996,45194453000.0,327662100000.0,31.965479,627.15796,3.3089037,89.76141,0.0,631543.44,5977433000.0,5.454353,15.061503,26.660454,21.545795,20.5,115.8161,3.5326748,-1.2563117,-0.63817704,-0.4991873,-0.7053335,-0.6543937,0.97601056,-2.9579296,-8.039232,611.7549,635.3408,1.9376278,0
Amur,Russian,1985,143858000.0,8579920.0,40391010.0,-0.72917116,1.3707485,39.017437,18.331482,44.508698,4.826803,45511782000.0,327728900000.0,32.433567,640.5,3.3768163,89.45648,0.0,633717.2,5906219000.0,5.6728835,15.119709,26.540348,21.75379,20.0,116.49415,-1.4013634,-1.2660704,-0.67031544,-0.5133431,-0.7049396,-0.65391046,0.878664,-2.9681892,-7.9877815,585.8496,605.7588,1.9785099,0
Amur,Russian,1986,144894000.0,8671565.0,40068990.0,-0.80046165,1.3039802,43.59813,17.333607,39.68364,3.72009,53143340000.0,497069650000.0,32.790382,989.5686,3.3626542,89.48523,0.0,657269.0,3889424400.0,12.999245,15.958469,22.551525,22.66997,19.4,114.498604,3.433465,-1.3420067,-0.5703517,-0.4478868,-0.5623636,-0.7541119,-0.45657206,-2.1977482,-7.458393,565.2629,437.21155,2.9485817,0
Amur,Russian,1987,145908000.0,8764189.0,39738050.0,-0.82936275,1.2748752,39.782127,17.995632,44.718212,5.0577583,60455256000.0,488578200000.0,32.38513,684.94543,3.3162766,88.96499,0.0,721269.8,0.0,11.574198,21.347002,75.34438,54.209396,18.8,127.24277,-1.753571,-1.2378039,-0.6554043,-0.6315642,-0.74159825,-0.67005557,-0.86717063,-3.6773071,-8.896376,611.1251,601.57184,1.2720146,0
Amur,Russian,1988,146857000.0,8857931.0,39385584.0,-0.89092827,1.2183793,44.744576,19.960098,35.699635,3.456953,63275713000.0,555000000000.0,27.269325,1696.6783,3.563177,89.12837,0.0,755365.25,0.0,12.183651,19.605654,69.46998,50.033104,18.2,117.84262,-6.17762,-1.2028952,-0.98983616,-0.71303356,-0.5730443,-0.84195197,0.28872257,-1.5871334,-6.5353756,573.54974,553.76074,3.2027454,0
Amur,Russian,1989,147721000.0,8933063.0,39296736.0,-0.22581708,0.8826904,44.382683,22.15462,33.67093,3.8004277,79045090000.0,507000000000.0,33.839443,1883.5018,4.106845,88.94785,0.0,1365934.2,0.0,11.567019,15.993283,557.7465,42.40982,17.7,82.04245,1.282197,-1.175885,-0.58523166,-0.7468211,-0.6515848,-0.90502644,-0.22940451,-1.3788643,-6.495881,584.40845,569.9418,3.637411,0
Amur,Russian,1990,147969400.0,8986631.0,39368736.0,0.18305367,0.16256762,46.248573,20.701885,32.926258,4.423708,79935790000.0,517000000000.0,30.130394,5942.678,19.671154,66.78884,0.0,1660218.6,0.0,12.924951,7.8234406,673.2578,15.332134,17.5,14.922806,-46.92067,-1.0180289,-0.9318187,-0.753134,-0.6337146,-1.0204439,0.26650727,-0.8558006,-5.8084393,510.34235,658.3951,4.0418406,0
Amur,Russian,1991,148394200.0,9040520.0,39489184.0,0.30547366,0.2798686,54.590775,33.368397,12.040829,5.068,71333330000.0,517999950000.0,36.26743,5871.994,21.911253,62.47871,6.3682747,1584678.9,6928485400.0,23.653004,5.669695,125.98215,15.688055,17.4,8.410309,-39.715034,-0.993226,-0.8358338,-0.6332671,-0.6645699,-0.921293,0.80499846,-2.3298054,-7.2258244,586.1032,616.22455,2.4630814,0
Amur,Russian,1992,148538190.0,9067511.0,39533440.0,0.11200845,0.091528654,55.153236,32.705677,12.141087,5.181,33432576000.0,460000000000.0,34.61336,5357.077,20.52768,70.38696,0.00067329407,1900000.0,0.0,14.453546,6.0548983,942.49915,17.04031,17.5,9.062759,-41.601982,-0.94846666,-0.9697915,-0.7537813,-0.91892505,-1.0243738,0.23611543,-1.9988117,-7.0624504,544.5872,566.2998,2.9657059,0
Amur,Russian,1993,148458780.0,9066913.0,39518240.0,-0.03845334,-0.058933258,55.752716,32.13119,12.116093,5.883,32880165000.0,435000000000.0,27.007172,5060.116,20.664135,64.750885,0.013399124,1500000.0,7766720500.0,23.187057,5.365038,874.24567,18.219357,17.7,9.059998,-38.973343,-0.7858266,-1.1173317,-0.78145576,-0.9287752,-1.0870414,-0.12619562,-1.8159218,-6.8649025,535.7655,535.5315,3.1679573,0
Amur,Russian,1994,148407900.0,9110941.0,39512120.0,-0.0154877305,-0.04108119,56.289497,31.510122,12.200378,8.131,24137490000.0,395000000000.0,25.537455,4427.2666,61.6083,19.84436,0.053800583,1400000.0,13547870000.0,23.081703,6.7397466,307.72263,20.094553,17.8,9.05957,-47.787544,-0.49512908,-1.128836,-0.59877515,-0.4748736,-0.89889145,0.6008948,-2.2922401,-7.2588406,576.9181,660.6034,2.5692997,0
Amur,Russian,1995,148375790.0,9200994.0,39509504.0,-0.0066235065,-0.02710104,56.743294,30.941576,12.315128,9.449,26470265000.0,396000030000.0,25.438879,4291.533,61.36531,19.881027,0.14800072,1800000.0,12741630000.0,22.676414,6.8870635,197.41426,20.512379,17.7,9.05925,-49.46518,-0.4703078,-1.0892127,-0.59272707,-0.54607433,-0.8464462,0.68227404,-1.3180037,-6.3274918,561.78754,575.49084,3.5675259,0
Amur,Russian,1996,148160130.0,9334368.0,39459490.0,-0.12667757,-0.15226579,57.17529,30.45998,12.364735,9.665,25655534000.0,392000050000.0,23.6674,4254.593,61.112255,19.919212,0.27000046,1622000.0,15826341000.0,17.998108,1.767067,47.752007,18.218615,17.5,9.04631,-53.036644,-0.21965188,-1.177854,-0.4522266,-0.4301675,-0.7941876,-0.2983647,-2.533678,-7.725439,561.9217,544.37427,2.4234333,0
Amur,Russian,1997,147915360.0,9512887.0,39400216.0,-0.15032268,-0.17079425,57.83239,30.011662,12.155949,11.813,23768363000.0,405000000000.0,21.976389,4070.6587,60.848488,19.959015,0.47299957,1823000.0,17577353000.0,18.955715,1.5592566,14.76133,18.886938,17.2,9.030991,-56.41777,-0.36353046,-1.2303584,-0.48537743,-0.39020652,-0.91617775,-0.2010182,-1.8447704,-6.8813324,569.78046,574.98596,3.0262566,1
Amur,Russian,1998,147670780.0,9682476.0,39340976.0,-0.1504702,-0.17093873,59.18242,29.130249,11.687334,13.261,13827924000.0,271000010000.0,14.964122,3982.266,60.573322,20.000534,0.8129997,1702000.0,7955730400.0,23.205675,1.6238327,27.68568,19.278784,16.8,9.014587,-58.909683,-0.40641335,-1.089741,-0.6625535,-0.507688,-0.855797,-0.3111694,-1.8163071,-6.8794823,549.7882,552.655,3.167881,0
Amur,Russian,1999,147214780.0,9842072.0,39226850.0,-0.29051352,-0.31609368,55.989555,29.00241,15.008034,13.036,12891955000.0,196000020000.0,14.8303,4137.747,60.286,20.043892,1.0200005,1482100.0,6469035000.0,18.729368,1.0137749,85.74649,19.069492,16.2,8.982803,-57.793686,-0.4154013,-1.3091013,-0.8443738,-0.6198486,-1.0740445,-0.2587936,-2.656248,-7.7511272,593.0812,557.9061,2.1850052,0
Amur,Russian,2000,146596860.0,10004523.0,39068064.0,-0.40560293,-0.42606878,56.266335,29.241274,14.49239,10.581,14937793000.0,259999990000.0,18.69376,4224.9893,59.98569,20.08921,1.9799995,1427100.0,9228204000.0,20.226128,1.2474985,20.798761,18.840443,15.6,8.94902,-56.442085,-0.34627032,-1.399242,-0.67345625,-0.5225968,-1.083695,-0.039648265,-2.6030235,-7.757452,575.7106,567.8357,2.4305305,0
